# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      63.464        0.000     2105.168     2968.918
      63.475        0.000     2105.168     2968.918
      63.486        0.000     2105.168     2968.918
      63.496        0.000     2105.168     2968.918
      63.507        0.000     2105.168     2968.918
      63.518        0.000     2105.168     2968.918
      63.529        0.000     2105.168     2968.918
      63.539        0.000     2105.168     2968.918
      63.550        0.000     2105.168     2968.918
      63.561        0.000     2105.168     2968.918
      63.571        0.000     2105.168     2968.918
      63.582        0.000     2105.168     2968.918
      63.593        0.000     2105.168     2968.918
      63.603        0.000     2105.168     2968.918
      63.614        0.000     2105.168     2968.918
      63.625        0.000     2105.168     2968.918
      63.635        0.000     2105.168     2968.918
      63.646        0.000     2105.168     2968.918
      63.657        0.000     2105.168     2968.918
      63.667        0.000     2105.168     2968.918
      63.678        0.000     2105.168     2968.918
      63.688        0.000     2105.168     2968.918
      63.699        0.000     2105.168     2968.918
      63.709        0.000     2105.168     2968.918
      63.720        0.000     2105.168     2968.918
      63.730        0.000     2105.168     2968.918
      63.740        0.000     2105.168     2968.918
      63.751        0.000     2105.168     2968.918
      63.762        0.000     2105.168     2968.918
      63.772        0.000     2105.168     2968.918
      63.783        0.000     2105.168     2968.918
      63.794        0.000     2105.168     2968.918
      63.804        0.000     2105.168     2968.918
      63.814        0.000     2105.168     2968.918
      63.825        0.000     2105.168     2968.918
      63.835        0.000     2105.168     2968.918
      63.845        0.000     2105.168     2968.918
      63.855        0.000     2105.168     2968.918
      63.866        0.000     2105.168     2968.918
      63.876        0.000     2105.168     2968.918
      63.887        0.000     2105.168     2968.918
      63.897        0.000     2105.168     2968.918
      63.907        0.000     2105.168     2968.918
      63.918        0.000     2105.168     2968.918
      63.928        0.000     2105.168     2968.918
      63.938        0.000     2105.168     2968.918
      63.949        0.000     2105.168     2968.918
      63.960        0.000     2105.168     2968.918
      63.970        0.000     2105.168     2968.918
      63.980        0.000     2105.168     2968.918
      63.991       96.900     2105.168     2968.918
      64.001        0.000     2105.168     2968.918
      64.011        0.000     2105.168     2968.918
      64.022        0.000     2105.168     2968.918
      64.032        0.000     2105.168     2968.918
      64.042        0.000     2105.168     2968.918
      64.053        0.000     2105.168     2968.918
      64.063        0.000     2105.168     2968.918
      64.073        0.000     2105.168     2968.918
      64.084        0.000     2105.168     2968.918
      64.094        0.000     2105.168     2968.918
      64.104        0.000     2105.168     2968.918
      64.114        0.000     2105.168     2968.918
      64.125       97.100     2105.168     2968.918
      64.135        0.000     2105.168     2968.918
      64.145        0.000     2105.168     2968.918
      64.156        0.000     2105.168     2968.918
      64.166       97.200     2105.168     2968.918
      64.176       97.100     2105.168     2968.918
      64.186        0.000     2105.168     2968.918
      64.197        0.000     2105.168     2968.918
      64.207        0.000     2105.168     2968.918
      64.218        0.000     2105.168     2968.918
      64.228        0.000     2105.168     2968.918
      64.239        0.000     2105.168     2968.918
      64.249        0.000     2105.168     2968.918
      64.260        0.000     2105.168     2968.918
      64.270        0.000     2105.168     2968.918
      64.281        0.000     2105.168     2968.918
      64.291        0.000     2105.168     2968.918
      64.301        0.000     2105.168     2968.918
      64.312        0.000     2105.168     2968.918
      64.322        0.000     2105.168     2968.918
      64.333        0.000     2105.168     2968.918
      64.344        0.000     2105.168     2968.918
      64.355        0.000     2105.168     2968.918
      64.366        0.000     2105.168     2968.918
      64.376        0.000     2105.168     2968.918
      64.387        0.000     2105.168     2968.918
      64.398        0.000     2105.168     2968.918
      64.408        0.000     2105.168     2968.918
      64.419        0.000     2105.168     2968.918
      64.430        0.000     2105.168     2968.918
      64.440        0.000     2105.168     2968.918
      64.451        0.000     2105.168     2968.918
      64.462        0.000     2105.168     2968.918
      64.473        0.000     2105.168     2968.918
      64.483        0.000     2105.168     2968.918
      64.494        0.000     2105.168     2968.918
      64.505        0.000     2105.168     2968.918
      64.515        0.000     2105.168     2968.918
      64.526        0.000     2105.168     2968.918
      64.537        0.000     2105.168     2968.918
      64.548        0.000     2105.168     2968.918
      64.558        0.000     2105.168     2968.918
      64.569        0.000     2105.168     2968.918
      64.579       94.100     2105.168     2968.918
      64.590        0.000     2105.168     2968.918
      64.601        0.000     2105.168     2968.918
      64.611        0.000     2105.168     2968.918
      64.622        0.000     2105.168     2968.918
      64.633        0.000     2105.168     2968.918
      64.644        0.000     2105.168     2968.918
      64.655        0.000     2105.168     2968.918
      64.665        0.000     2105.168     2968.918
      64.676        0.000     2105.168     2968.918
      64.686        0.000     2105.168     2968.918
      64.696        0.000     2105.168     2968.918
      64.707        0.000     2105.168     2968.918
      64.717        0.000     2105.168     2968.918
      64.728        0.000     2105.168     2968.918
      64.739        0.000     2105.168     2968.918
      64.750        0.000     2105.168     2968.918
      64.761        0.000     2105.168     2968.918
      64.771        0.000     2105.168     2968.918
      64.782        0.000     2105.168     2968.918
      64.793        0.000     2105.168     2968.918
      64.804        0.000     2105.168     2968.918
      64.815        0.000     2105.168     2968.918
      64.826        0.000     2105.168     2968.918
      64.836        0.000     2105.168     2968.918
      64.847        0.000     2105.168     2968.918
      64.858        0.000     2105.168     2968.918
      64.869        0.000     2105.168     2968.918
      64.880        0.000     2105.168     2968.918
      64.891        0.000     2105.168     2968.918
      64.902        0.000     2105.168     2968.918
      64.913        0.000     2105.168     2968.918
      64.924        0.000     2105.168     2968.918
      64.934        0.000     2105.168     2968.918
      64.945        0.000     2105.168     2968.918
      64.955        0.000     2105.168     2968.918
      64.966        0.000     2105.168     2968.918
      64.977        0.000     2105.168     2968.918
      64.988        0.000     2105.168     2968.918
      64.999        0.000     2105.168     2968.918
      65.010        0.000     2105.168     2968.918
      65.021        0.000     2105.168     2968.918
      65.031        0.000     2105.168     2968.918
      65.042        0.000     2105.168     2968.918
      65.053        0.000     2105.168     2968.918
      65.064        0.000     2105.168     2968.918
      65.075        0.000     2105.168     2968.918
      65.086        0.000     2105.168     2968.918
      65.097        0.000     2105.168     2968.918
      65.108        0.000     2105.168     2968.918
      65.118        0.000     2105.168     2968.918
      65.129        0.000     2105.168     2968.918
      65.140        0.000     2105.168     2968.918
      65.151        0.000     2105.168     2968.918
      65.162        0.000     2105.168     2968.918
      65.173        0.000     2105.168     2968.918
      65.183        0.000     2105.168     2968.918
      65.194        0.000     2105.168     2968.918
      65.205        0.000     2105.168     2968.918
      65.216        0.000     2105.168     2968.918
      65.227        0.000     2105.168     2968.918
      65.238        0.000     2105.168     2968.918
      65.249       91.900     2105.168     2968.918
      65.259        0.000     2105.168     2968.918
      65.270        0.000     2105.168     2968.918
      65.281        0.000     2105.168     2968.918
      65.292        0.000     2105.168     2968.918
      65.303        0.000     2105.168     2968.918
      65.314        0.000     2105.168     2968.918
      65.324        0.000     2105.168     2968.918
      65.335        0.000     2105.168     2968.918
      65.346        0.000     2105.168     2968.918
      65.357        0.000     2105.168     2968.918
      65.368        0.000     2105.168     2968.918
      65.379        0.000     2105.168     2968.918
      65.390        0.000     2105.168     2968.918
      65.401        0.000     2105.168     2968.918
      65.411        0.000     2105.168     2968.918
      65.422        0.000     2105.168     2968.918
      65.433        0.000     2105.168     2968.918
      65.444        0.000     2105.168     2968.918
      65.455        0.000     2105.168     2968.918
      65.466        0.000     2105.168     2968.918
      65.476        0.000     2105.168     2968.918
      65.487        0.000     2105.168     2968.918
      65.498        0.000     2105.168     2968.918
      65.509        0.000     2105.168     2968.918
      65.520        0.000     2105.168     2968.918
      65.530        0.000     2105.168     2968.918
      65.541        0.000     2105.168     2968.918
      65.552        0.000     2105.168     2968.918
      65.563        0.000     2105.168     2968.918
      65.573        0.000     2105.168     2968.918
      65.584       93.500     2105.168     2968.918
      65.595        0.000     2105.168     2968.918
      65.606        0.000     2105.168     2968.918
      65.617        0.000     2105.168     2968.918
      65.627        0.000     2105.168     2968.918
      65.638        0.000     2105.168     2968.918
      65.649        0.000     2105.168     2968.918
      65.660        0.000     2105.168     2968.918
      65.671        0.000     2105.168     2968.918
      65.682        0.000     2105.168     2968.918
      65.692        0.000     2105.168     2968.918
      65.703        0.000     2105.168     2968.918
      65.714        0.000     2105.168     2968.918
      65.725        0.000     2105.168     2968.918
      65.736        0.000     2105.168     2968.918
      65.746        0.000     2105.168     2968.918
      65.757        0.000     2105.168     2968.918
      65.768        0.000     2105.168     2968.918
      65.779        0.000     2105.168     2968.918
      65.790        0.000     2105.168     2968.918
      65.801        0.000     2105.168     2968.918
      65.812        0.000     2105.168     2968.918
      65.822        0.000     2105.168     2968.918
      65.833        0.000     2105.168     2968.918
      65.844        0.000     2105.168     2968.918
      65.855        0.000     2105.168     2968.918
      65.866        0.000     2105.168     2968.918
      65.877        0.000     2105.168     2968.918
      65.888        0.000     2105.168     2968.918
      65.898        0.000     2105.168     2968.918
      65.909        0.000     2105.168     2968.918
      65.919        0.000     2105.168     2968.918
      65.930        0.000     2105.168     2968.918
      65.940        0.000     2105.168     2968.918
      65.950        0.000     2105.168     2968.918
      65.961        0.000     2105.168     2968.918
      65.971       96.800     2105.168     2968.918
      65.981        0.000     2105.168     2968.918
      65.992        0.000     2105.168     2968.918
      66.002        0.000     2105.168     2968.918
      66.012        0.000     2105.168     2968.918
      66.023        0.000     2105.168     2968.918
      66.033        0.000     2105.168     2968.918
      66.044        0.000     2105.168     2968.918
      66.054        0.000     2105.168     2968.918
      66.065        0.000     2105.168     2968.918
      66.076        0.000     2105.168     2968.918
      66.086        0.000     2105.168     2968.918
      66.097        0.000     2105.168     2968.918
      66.108        0.000     2105.168     2968.918
      66.119        0.000     2105.168     2968.918
      66.130        0.000     2105.168     2968.918
      66.141        0.000     2105.168     2968.918
      66.152        0.000     2105.168     2968.918
      66.162        0.000     2105.168     2968.918
      66.173        0.000     2105.168     2968.918
      66.184        0.000     2105.168     2968.918
      66.195        0.000     2105.168     2968.918
      66.206        0.000     2105.168     2968.918
      66.217        0.000     2105.168     2968.918
      66.228        0.000     2105.168     2968.918
      66.239        0.000     2105.168     2968.918
      66.249        0.000     2105.168     2968.918
      66.260        0.000     2105.168     2968.918
      66.271        0.000     2105.168     2968.918
      66.282        0.000     2105.168     2968.918
      66.293        0.000     2105.168     2968.918
      66.303        0.000     2105.168     2968.918
      66.314        0.000     2105.168     2968.918
      66.325        0.000     2105.168     2968.918
      66.336        0.000     2105.168     2968.918
      66.347        0.000     2105.168     2968.918
      66.358        0.000     2105.168     2968.918
      66.369        0.000     2105.168     2968.918
      66.380        0.000     2105.168     2968.918
      66.390        0.000     2105.168     2968.918
      66.401        0.000     2105.168     2968.918
      66.412       94.100     2105.168     2968.918
      66.423        0.000     2105.168     2968.918
      66.433        0.000     2105.168     2968.918
      66.444        0.000     2105.168     2968.918
      66.455        0.000     2105.168     2968.918
      66.466       91.500     2105.168     2968.918
      66.477        0.000     2105.168     2968.918
      66.488        0.000     2105.168     2968.918
      66.499        0.000     2105.168     2968.918
      66.510        0.000     2105.168     2968.918
      66.521        0.000     2105.168     2968.918
      66.532       91.100     2105.168     2968.918
      66.543        0.000     2105.168     2968.918
      66.554       91.200     2105.168     2968.918
      66.564        0.000     2105.168     2968.918
      66.576        0.000     2105.168     2968.918
      66.587        0.000     2105.168     2968.918
      66.597        0.000     2105.168     2968.918
      66.608        0.000     2105.168     2968.918
      66.619        0.000     2105.168     2968.918
      66.630        0.000     2105.168     2968.918
      66.641        0.000     2105.168     2968.918
      66.652        0.000     2105.168     2968.918
      66.663        0.000     2105.168     2968.918
      66.674        0.000     2105.168     2968.918
      66.684        0.000     2105.168     2968.918
      66.695        0.000     2105.168     2968.918
      66.706        0.000     2105.168     2968.918
      66.717        0.000     2105.168     2968.918
      66.728        0.000     2105.168     2968.918
      66.739       89.500     2105.168     2968.918
      66.750        0.000     2105.168     2968.918
      66.761        0.000     2105.168     2968.918
      66.772        0.000     2105.168     2968.918
      66.783        0.000     2105.168     2968.918
      66.794        0.000     2105.168     2968.918
      66.805        0.000     2105.168     2968.918
      66.815        0.000     2105.168     2968.918
      66.826       92.400     2105.168     2968.918
      66.837        0.000     2105.168     2968.918
      66.848        0.000     2105.168     2968.918
      66.859        0.000     2105.168     2968.918
      66.870        0.000     2105.168     2968.918
      66.881        0.000     2105.168     2968.918
      66.892        0.000     2105.168     2968.918
      66.903        0.000     2105.168     2968.918
      66.914        0.000     2105.168     2968.918
      66.924        0.000     2105.168     2968.918
      66.935        0.000     2105.168     2968.918
      66.946        0.000     2105.168     2968.918
      66.956        0.000     2105.168     2968.918
      66.967        0.000     2105.168     2968.918
      66.978        0.000     2105.168     2968.918
      66.989        0.000     2105.168     2968.918
      67.000        0.000     2105.168     2968.918
      67.011        0.000     2105.168     2968.918
      67.022        0.000     2105.168     2968.918
      67.032        0.000     2105.168     2968.918
      67.043        0.000     2105.168     2968.918
      67.054        0.000     2105.168     2968.918
      67.065        0.000     2105.168     2968.918
      67.076        0.000     2105.168     2968.918
      67.087        0.000     2105.168     2968.918
      67.098        0.000     2105.168     2968.918
      67.108        0.000     2105.168     2968.918
      67.119        0.000     2105.168     2968.918
      67.130        0.000     2105.168     2968.918
      67.141        0.000     2105.168     2968.918
      67.152        0.000     2105.168     2968.918
      67.163        0.000     2105.168     2968.918
      67.174        0.000     2105.168     2968.918
      67.185        0.000     2105.168     2968.918
      67.195        0.000     2105.168     2968.918
      67.206        0.000     2105.168     2968.918
      67.217        0.000     2105.168     2968.918
      67.228        0.000     2105.168     2968.918
      67.239        0.000     2105.168     2968.918
      67.250        0.000     2105.168     2968.918
      67.261        0.000     2105.168     2968.918
      67.272        0.000     2105.168     2968.918
      67.283        0.000     2105.168     2968.918
      67.293        0.000     2105.168     2968.918
      67.304        0.000     2105.168     2968.918
      67.315        0.000     2105.168     2968.918
      67.326       91.700     2105.168     2968.918
      67.337        0.000     2105.168     2968.918
      67.348        0.000     2105.168     2968.918
      67.359        0.000     2105.168     2968.918
      67.370        0.000     2105.168     2968.918
      67.381       91.200     2105.168     2968.918
      67.391       91.700     2105.168     2968.918
      67.402        0.000     2105.168     2968.918
      67.413        0.000     2105.168     2968.918
      67.424        0.000     2105.168     2968.918
      67.435        0.000     2105.168     2968.918
      67.446       93.100     2105.168     2968.918
      67.457        0.000     2105.168     2968.918
      67.467        0.000     2105.168     2968.918
      67.478        0.000     2105.168     2968.918
      67.489        0.000     2105.168     2968.918
      67.500        0.000     2105.168     2968.918
      67.510        0.000     2105.168     2968.918
      67.521      187.000     2105.168     2968.918
      67.532        0.000     2105.168     2968.918
      67.543        0.000     2105.168     2968.918
      67.553        0.000     2105.168     2968.918
      67.564        0.000     2105.168     2968.918
      67.575        0.000     2105.168     2968.918
      67.586        0.000     2105.168     2968.918
      67.597        0.000     2105.168     2968.918
      67.608        0.000     2105.168     2968.918
      67.619        0.000     2105.168     2968.918
      67.629        0.000     2105.168     2968.918
      67.640        0.000     2105.168     2968.918
      67.651        0.000     2105.168     2968.918
      67.662        0.000     2105.168     2968.918
      67.673        0.000     2105.168     2968.918
      67.684        0.000     2105.168     2968.918
      67.695        0.000     2105.168     2968.918
      67.705        0.000     2105.168     2968.918
      67.716        0.000     2105.168     2968.918
      67.727        0.000     2105.168     2968.918
      67.738        0.000     2105.168     2968.918
      67.749        0.000     2105.168     2968.918
      67.760        0.000     2105.168     2968.918
      67.771        0.000     2105.168     2968.918
      67.782        0.000     2105.168     2968.918
      67.793        0.000     2105.168     2968.918
      67.803        0.000     2105.168     2968.918
      67.814        0.000     2105.168     2968.918
      67.825        0.000     2105.168     2968.918
      67.836        0.000     2105.168     2968.918
      67.847        0.000     2105.168     2968.918
      67.858        0.000     2105.168     2968.918
      67.868        0.000     2105.168     2968.918
      67.879        0.000     2105.168     2968.918
      67.890       92.300     2105.168     2968.918
      67.901        0.000     2105.168     2968.918
      67.912        0.000     2105.168     2968.918
      67.922        0.000     2105.168     2968.918
      67.933        0.000     2105.168     2968.918
      67.944        0.000     2105.168     2968.918
      67.955        0.000     2105.168     2968.918
      67.966        0.000     2105.168     2968.918
      67.976        0.000     2105.168     2968.918
      67.987        0.000     2105.168     2968.918
      67.998        0.000     2105.168     2968.918
      68.009        0.000     2105.168     2968.918
      68.020        0.000     2105.168     2968.918
      68.031        0.000     2105.168     2968.918
      68.041        0.000     2105.168     2968.918
      68.052        0.000     2105.168     2968.918
      68.063        0.000     2105.168     2968.918
      68.074        0.000     2105.168     2968.918
      68.085        0.000     2105.168     2968.918
      68.096        0.000     2105.168     2968.918
      68.106        0.000     2105.168     2968.918
      68.117        0.000     2105.168     2968.918
      68.128        0.000     2105.168     2968.918
      68.139        0.000     2105.168     2968.918
      68.150       92.400     2105.168     2968.918
      68.161       92.500     2105.168     2968.918
      68.171       93.500     2105.168     2968.918
      68.182       93.700     2105.168     2968.918
      68.193       94.400     2105.168     2968.918
      68.203       96.300     2105.168     2968.918
      68.214       96.300     2105.168     2968.918
      68.224       96.200     2105.168     2968.918
      68.234        0.000     2105.168     2968.918
      68.245      187.900     2105.168     2968.918
      68.256       94.900     2105.168     2968.918
      68.266       94.600     2105.168     2968.918
      68.277       94.300     2105.168     2968.918
      68.288        0.000     2105.168     2968.918
      68.298       93.500     2105.168     2968.918
      68.309        0.000     2105.168     2968.918
      68.320       94.500     2105.168     2968.918
      68.330        0.000     2105.168     2968.918
      68.341        0.000     2105.168     2968.918
      68.352        0.000     2105.168     2968.918
      68.362       94.900     2105.168     2968.918
      68.373       93.900     2105.168     2968.918
      68.384       92.900     2105.168     2968.918
      68.395        0.000     2105.168     2968.918
      68.405        0.000     2105.168     2968.918
      68.416      187.400     2105.168     2968.918
      68.427        0.000     2105.168     2968.918
      68.437        0.000     2105.168     2968.918
      68.448       94.500     2105.168     2968.918
      68.459        0.000     2105.168     2968.918
      68.470      184.200     2105.168     2968.918
      68.480       92.500     2105.168     2968.918
      68.491       92.000     2105.168     2968.918
      68.502      184.700     2105.168     2968.918
      68.513       94.100     2105.168     2968.918
      68.523      189.900     2105.168     2968.918
      68.534        0.000     2105.168     2968.918
      68.545        0.000     2105.168     2968.918
      68.555        0.000     2105.168     2968.918
      68.566        0.000     2105.168     2968.918
      68.577       92.500     2105.168     2968.918
      68.588      186.200     2105.168     2968.918
      68.599       94.300     2105.168     2968.918
      68.609       93.800     2105.168     2968.918
      68.620       93.100     2105.168     2968.918
      68.631        0.000     2105.168     2968.918
      68.642        0.000     2105.168     2968.918
      68.652       92.600     2105.168     2968.918
      68.663       92.400     2105.168     2968.918
      68.674       91.900     2105.168     2968.918
      68.685        0.000     2105.168     2968.918
      68.696      182.000     2105.168     2968.918
      68.707      183.000     2105.168     2968.918
      68.718        0.000     2105.168     2968.918
      68.728      190.700     2105.168     2968.918
      68.739      182.700     2105.168     2968.918
      68.750       95.700     2105.168     2968.918
      68.760        0.000     2105.168     2968.918
      68.771      190.400     2105.168     2968.918
      68.781        0.000     2105.168     2968.918
      68.792       94.900     2105.168     2968.918
      68.802        0.000     2105.168     2968.918
      68.813       93.000     2105.168     2968.918
      68.824      186.800     2105.168     2968.918
      68.834       93.500     2105.168     2968.918
      68.845      188.800     2105.168     2968.918
      68.856        0.000     2105.168     2968.918
      68.866       92.000     2105.168     2968.918
      68.877        0.000     2105.168     2968.918
      68.888        0.000     2105.168     2968.918
      68.899        0.000     2105.168     2968.918
      68.910        0.000     2105.168     2968.918
      68.921        0.000     2105.168     2968.918
      68.931        0.000     2105.168     2968.918
      68.942        0.000     2105.168     2968.918
      68.953        0.000     2105.168     2968.918
      68.964        0.000     2105.168     2968.918
      68.974        0.000     2105.168     2968.918
      68.985        0.000     2105.168     2968.918
      68.996        0.000     2105.168     2968.918
      69.007        0.000     2105.168     2968.918
      69.018        0.000     2105.168     2968.918
      69.028        0.000     2105.168     2968.918
      69.039        0.000     2105.168     2968.918
      69.049        0.000     2105.168     2968.918
      69.059        0.000     2105.168     2968.918
      69.070        0.000     2105.168     2968.918
      69.081        0.000     2105.168     2968.918
      69.091        0.000     2105.168     2968.918
      69.102        0.000     2105.168     2968.918
      69.113        0.000     2105.168     2968.918
      69.124        0.000     2105.168     2968.918
      69.135        0.000     2105.168     2968.918
      69.145        0.000     2105.168     2968.918
      69.156        0.000     2105.168     2968.918
      69.167        0.000     2105.168     2968.918
      69.177        0.000     2105.168     2968.918
      69.189        0.000     2105.168     2968.918
      69.200       91.800     2105.168     2968.918
      69.211        0.000     2105.168     2968.918
      69.222        0.000     2105.168     2968.918
      69.233        0.000     2105.168     2968.918
      69.243        0.000     2105.168     2968.918
      69.256        0.000     2105.168     2968.918
      69.266        0.000     2105.168     2968.918
      69.276        0.000     2105.168     2968.918
      69.287        0.000     2105.168     2968.918
      69.297        0.000     2105.168     2968.918
      69.308        0.000     2105.168     2968.918
      69.318        0.000     2105.168     2968.918
      69.329        0.000     2105.168     2968.918
      69.339        0.000     2105.168     2968.918
      69.350        0.000     2105.168     2968.918
      69.360        0.000     2105.168     2968.918
      69.371        0.000     2105.168     2968.918
      69.382        0.000     2105.168     2968.918
      69.392        0.000     2105.168     2968.918
      69.402        0.000     2105.168     2968.918
      69.413        0.000     2105.168     2968.918
      69.423        0.000     2105.168     2968.918
      69.434        0.000     2105.168     2968.918
      69.445        0.000     2105.168     2968.918
      69.455       95.600     2105.168     2968.918
      69.466        0.000     2105.168     2968.918
      69.476        0.000     2105.168     2968.918
      69.487        0.000     2105.168     2968.918
      69.497        0.000     2105.168     2968.918
      69.508        0.000     2105.168     2968.918
      69.518        0.000     2105.168     2968.918
      69.529        0.000     2105.168     2968.918
      69.540        0.000     2105.168     2968.918
      69.550        0.000     2105.168     2968.918
      69.561        0.000     2105.168     2968.918
      69.571        0.000     2105.168     2968.918
      69.582        0.000     2105.168     2968.918
      69.592        0.000     2105.168     2968.918
      69.603        0.000     2105.168     2968.918
      69.614        0.000     2105.168     2968.918
      69.624        0.000     2105.168     2968.918
      69.635        0.000     2105.168     2968.918
      69.646        0.000     2105.168     2968.918
      69.657        0.000     2105.168     2968.918
      69.668        0.000     2105.168     2968.918
      69.678        0.000     2105.168     2968.918
      69.689        0.000     2105.168     2968.918
      69.700        0.000     2105.168     2968.918
      69.711        0.000     2105.168     2968.918
      69.722        0.000     2105.168     2968.918
      69.733        0.000     2105.168     2968.918
      69.743        0.000     2105.168     2968.918
      69.754        0.000     2105.168     2968.918
      69.765        0.000     2105.168     2968.918
      69.776        0.000     2105.168     2968.918
      69.787        0.000     2105.168     2968.918
      69.798        0.000     2105.168     2968.918
      69.809        0.000     2105.168     2968.918
      69.820        0.000     2105.168     2968.918
      69.830        0.000     2105.168     2968.918
      69.841        0.000     2105.168     2968.918
      69.852        0.000     2105.168     2968.918
      69.863       91.500     2105.168     2968.918
      69.873       92.100     2105.168     2968.918
      69.884        0.000     2105.168     2968.918
      69.895        0.000     2105.168     2968.918
      69.906        0.000     2105.168     2968.918
      69.917       92.100     2105.168     2968.918
      69.928        0.000     2105.168     2968.918
      69.939        0.000     2105.168     2968.918
      69.950        0.000     2105.168     2968.918
      69.960        0.000     2105.168     2968.918
      69.971        0.000     2105.168     2968.918
      69.982        0.000     2105.168     2968.918
      69.993        0.000     2105.168     2968.918
      70.004        0.000     2105.168     2968.918
      70.015        0.000     2105.168     2968.918
      70.026        0.000     2105.168     2968.918
      70.037        0.000     2105.168     2968.918
      70.047        0.000     2105.168     2968.918
      70.058        0.000     2105.168     2968.918
      70.069        0.000     2105.168     2968.918
      70.080        0.000     2105.168     2968.918
      70.091        0.000     2105.168     2968.918
      70.102       92.300     2105.168     2968.918
      70.113        0.000     2105.168     2968.918
      70.124        0.000     2105.168     2968.918
      70.134       92.400     2105.168     2968.918
      70.145        0.000     2105.168     2968.918
      70.156        0.000     2105.168     2968.918
      70.167        0.000     2105.168     2968.918
      70.178        0.000     2105.168     2968.918
      70.189        0.000     2105.168     2968.918
      70.200        0.000     2105.168     2968.918
      70.210        0.000     2105.168     2968.918
      70.221        0.000     2105.168     2968.918
      70.232        0.000     2105.168     2968.918
      70.243        0.000     2105.168     2968.918
      70.253        0.000     2105.168     2968.918
      70.264       92.600     2105.168     2968.918
      70.275        0.000     2105.168     2968.918
      70.286        0.000     2105.168     2968.918
      70.297        0.000     2105.168     2968.918
      70.307        0.000     2105.168     2968.918
      70.318        0.000     2105.168     2968.918
      70.328        0.000     2105.168     2968.918
      70.339        0.000     2105.168     2968.918
      70.349        0.000     2105.168     2968.918
      70.360        0.000     2105.168     2968.918
      70.370       94.900     2105.168     2968.918
      70.381        0.000     2105.168     2968.918
      70.392       92.900     2105.168     2968.918
      70.403        0.000     2105.168     2968.918
      70.413        0.000     2105.168     2968.918
      70.424        0.000     2105.168     2968.918
      70.435        0.000     2105.168     2968.918
      70.445        0.000     2105.168     2968.918
      70.456        0.000     2105.168     2968.918
      70.467        0.000     2105.168     2968.918
      70.478        0.000     2105.168     2968.918
      70.488        0.000     2105.168     2968.918
      70.499        0.000     2105.168     2968.918
      70.510        0.000     2105.168     2968.918
      70.520        0.000     2105.168     2968.918
      70.531        0.000     2105.168     2968.918
      70.542        0.000     2105.168     2968.918
      70.552        0.000     2105.168     2968.918
      70.563        0.000     2105.168     2968.918
      70.574        0.000     2105.168     2968.918
      70.584       93.200     2105.168     2968.918
      70.595        0.000     2105.168     2968.918
      70.606        0.000     2105.168     2968.918
      70.616        0.000     2105.168     2968.918
      70.626        0.000     2105.168     2968.918
      70.636        0.000     2105.168     2968.918
      70.647        0.000     2105.168     2968.918
      70.658        0.000     2105.168     2968.918
      70.668        0.000     2105.168     2968.918
      70.679        0.000     2105.168     2968.918
      70.689        0.000     2105.168     2968.918
      70.700       93.800     2105.168     2968.918
      70.711        0.000     2105.168     2968.918
      70.721        0.000     2105.168     2968.918
      70.732        0.000     2105.168     2968.918
      70.743        0.000     2105.168     2968.918
      70.753        0.000     2105.168     2968.918
      70.764        0.000     2105.168     2968.918
      70.775        0.000     2105.168     2968.918
      70.786       94.100     2105.168     2968.918
      70.796        0.000     2105.168     2968.918
      70.807        0.000     2105.168     2968.918
      70.817        0.000     2105.168     2968.918
      70.828        0.000     2105.168     2968.918
      70.838        0.000     2105.168     2968.918
      70.849       92.400     2105.168     2968.918
      70.860        0.000     2105.168     2968.918
      70.870        0.000     2105.168     2968.918
      70.881        0.000     2105.168     2968.918
      70.891        0.000     2105.168     2968.918
      70.902        0.000     2105.168     2968.918
      70.912        0.000     2105.168     2968.918
      70.923        0.000     2105.168     2968.918
      70.934        0.000     2105.168     2968.918
      70.944        0.000     2105.168     2968.918
      70.955        0.000     2105.168     2968.918
      70.966        0.000     2105.168     2968.918
      70.977        0.000     2105.168     2968.918
      70.987        0.000     2105.168     2968.918
      70.998        0.000     2105.168     2968.918
      71.009       93.500     2105.168     2968.918
      71.019        0.000     2105.168     2968.918
      71.030        0.000     2105.168     2968.918
      71.041       92.700     2105.168     2968.918
      71.052        0.000     2105.168     2968.918
      71.062        0.000     2105.168     2968.918
      71.073        0.000     2105.168     2968.918
      71.084        0.000     2105.168     2968.918
      71.094        0.000     2105.168     2968.918
      71.105        0.000     2105.168     2968.918
      71.116        0.000     2105.168     2968.918
      71.126        0.000     2105.168     2968.918
      71.137        0.000     2105.168     2968.918
      71.148        0.000     2105.168     2968.918
      71.158        0.000     2105.168     2968.918
      71.169        0.000     2105.168     2968.918
      71.180        0.000     2105.168     2968.918
      71.190       94.400     2105.168     2968.918
      71.201        0.000     2105.168     2968.918
      71.211        0.000     2105.168     2968.918
      71.223        0.000     2105.168     2968.918
      71.235        0.000     2105.168     2968.918
      71.246        0.000     2105.168     2968.918
      71.256        0.000     2105.168     2968.918
      71.266        0.000     2105.168     2968.918
      71.277        0.000     2105.168     2968.918
      71.287        0.000     2105.168     2968.918
      71.298        0.000     2105.168     2968.918
      71.308        0.000     2105.168     2968.918
      71.318        0.000     2105.168     2968.918
      71.329        0.000     2105.168     2968.918
      71.339        0.000     2105.168     2968.918
